2025-05-11 00:29:36.018 [] [] WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=44m58s572ms).
2025-05-11 22:00:39.589 [682101e71b4dbb287e36e916d580455c] [6b25070f06b6da3d] INFO  [http-nio-8084-exec-6] c.o.g.config.JwtAuthenticationFilter - JWT valide pour l'utilisateur prince
2025-05-11 22:00:39.713 [682101e7b0ebd5244eb4a045e5d07a28] [b1de7f9050099535] INFO  [http-nio-8084-exec-3] c.o.gestionstock.config.TenantFilter - Contexte tenant défini - Entreprise ID: 1
2025-05-11 22:00:39.741 [682101e71b4dbb287e36e916d580455c] [6b25070f06b6da3d] INFO  [http-nio-8084-exec-6] c.o.gestionstock.config.TenantFilter - Contexte tenant défini - Entreprise ID: 1
2025-05-11 22:00:39.793 [682101e78c95babd43f7205b4955a015] [c11d8fe60a6e77d0] INFO  [http-nio-8084-exec-4] c.o.g.config.JwtAuthenticationFilter - JWT valide pour l'utilisateur prince
2025-05-11 22:00:39.810 [682101e78c95babd43f7205b4955a015] [c11d8fe60a6e77d0] INFO  [http-nio-8084-exec-4] c.o.gestionstock.config.TenantFilter - Contexte tenant défini - Entreprise ID: 1
2025-05-11 22:00:39.819 [682101e7e599888c3ed41f80afe1a595] [bd7dbfb8408fbc21] INFO  [http-nio-8084-exec-1] c.o.g.config.JwtAuthenticationFilter - JWT valide pour l'utilisateur prince
2025-05-11 22:00:39.819 [682101e7637841c042662ca6638a03b3] [d8148a9116569fb8] INFO  [http-nio-8084-exec-7] c.o.g.config.JwtAuthenticationFilter - JWT valide pour l'utilisateur prince
2025-05-11 22:00:39.834 [682101e7eb5ed1a5f955cbffa7722148] [8b17c64bb82928e4] INFO  [http-nio-8084-exec-2] c.o.g.config.JwtAuthenticationFilter - JWT valide pour l'utilisateur prince
2025-05-11 22:00:39.833 [682101e7e599888c3ed41f80afe1a595] [bd7dbfb8408fbc21] INFO  [http-nio-8084-exec-1] c.o.gestionstock.config.TenantFilter - Contexte tenant défini - Entreprise ID: 1
2025-05-11 22:00:39.864 [682101e7637841c042662ca6638a03b3] [d8148a9116569fb8] INFO  [http-nio-8084-exec-7] c.o.gestionstock.config.TenantFilter - Contexte tenant défini - Entreprise ID: 1
2025-05-11 22:00:39.869 [682101e7eb5ed1a5f955cbffa7722148] [8b17c64bb82928e4] INFO  [http-nio-8084-exec-2] c.o.gestionstock.config.TenantFilter - Contexte tenant défini - Entreprise ID: 1
2025-05-11 22:00:39.939 [682101e7e599888c3ed41f80afe1a595] [b2fde264e017f09f] WARN  [http-nio-8084-exec-1] c.o.g.services.TenantSecurityService - Tentative d'accès non autorisée. Tenant attendu: 2, Tenant actuel: 1
2025-05-11 22:00:39.956 [682101e70bc0fe3ca52bd71b3d09bb36] [a1298ab03245108d] INFO  [http-nio-8084-exec-10] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:39.958 [682101e70bc0fe3ca52bd71b3d09bb36] [a1298ab03245108d] INFO  [http-nio-8084-exec-10] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.958 [682101e70bc0fe3ca52bd71b3d09bb36] [a1298ab03245108d] INFO  [http-nio-8084-exec-10] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:39.958 [682101e70bc0fe3ca52bd71b3d09bb36] [a1298ab03245108d] INFO  [http-nio-8084-exec-10] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:40.062 [682101e71b4dbb287e36e916d580455c] [398da62fa748b965] INFO  [http-nio-8084-exec-6] c.o.g.s.i.CommandeFournisseurServiceImpl - 31900.0000
2025-05-11 22:00:40.068 [682101e70bc0fe3ca52bd71b3d09bb36] [a1298ab03245108d] INFO  [http-nio-8084-exec-10] c.o.g.config.JwtAuthenticationFilter - JWT valide pour l'utilisateur prince
2025-05-11 22:00:40.085 [682101e70bc0fe3ca52bd71b3d09bb36] [a1298ab03245108d] INFO  [http-nio-8084-exec-10] c.o.gestionstock.config.TenantFilter - Contexte tenant défini - Entreprise ID: 1
2025-05-11 22:00:40.313 [682101e70bc0fe3ca52bd71b3d09bb36] [0102e4c356a31ef9] INFO  [http-nio-8084-exec-10] c.o.g.s.i.CommandeClientServiceImpl - 15950.0000
2025-05-11 22:00:47.265 [682101ef466bfab899ed8cc9f2070883] [a3ddeaf1e5735dc8] INFO  [http-nio-8084-exec-9] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:47.265 [682101ef466bfab899ed8cc9f2070883] [a3ddeaf1e5735dc8] INFO  [http-nio-8084-exec-9] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:47.271 [682101ef466bfab899ed8cc9f2070883] [a3ddeaf1e5735dc8] INFO  [http-nio-8084-exec-9] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:47.272 [682101ef466bfab899ed8cc9f2070883] [a3ddeaf1e5735dc8] INFO  [http-nio-8084-exec-9] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:47.342 [682101ef466bfab899ed8cc9f2070883] [a3ddeaf1e5735dc8] INFO  [http-nio-8084-exec-9] c.o.g.config.JwtAuthenticationFilter - JWT valide pour l'utilisateur prince
2025-05-11 22:00:47.356 [682101ef466bfab899ed8cc9f2070883] [a3ddeaf1e5735dc8] INFO  [http-nio-8084-exec-9] c.o.gestionstock.config.TenantFilter - Contexte tenant défini - Entreprise ID: 1
2025-05-11 22:00:47.418 [682101eff4a4e88d1aed9190ef03cd9b] [aca0b2cf22bff93e] INFO  [http-nio-8084-exec-2] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:47.419 [682101eff4a4e88d1aed9190ef03cd9b] [aca0b2cf22bff93e] INFO  [http-nio-8084-exec-2] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:47.424 [682101eff4a4e88d1aed9190ef03cd9b] [aca0b2cf22bff93e] INFO  [http-nio-8084-exec-2] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:00:47.424 [682101eff4a4e88d1aed9190ef03cd9b] [aca0b2cf22bff93e] INFO  [http-nio-8084-exec-2] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:00:47.533 [682101eff4a4e88d1aed9190ef03cd9b] [aca0b2cf22bff93e] INFO  [http-nio-8084-exec-2] c.o.g.config.JwtAuthenticationFilter - JWT valide pour l'utilisateur prince
2025-05-11 22:00:47.559 [682101eff4a4e88d1aed9190ef03cd9b] [aca0b2cf22bff93e] INFO  [http-nio-8084-exec-2] c.o.gestionstock.config.TenantFilter - Contexte tenant défini - Entreprise ID: 1
2025-05-11 22:08:54.781 [682103d6f0a5db604e32f5132a01848f] [e2fddb22683a8e46] INFO  [http-nio-8084-exec-1] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:08:54.781 [682103d617ebb2e6f85ff03e087479e6] [7f508be79ef8c000] INFO  [http-nio-8084-exec-5] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:08:54.781 [682103d6d525d9660e300c27873e193d] [4969ee871ee59ccd] INFO  [http-nio-8084-exec-3] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:08:54.781 [682103d680e6ea7e19fc4c3f8e5f075b] [7aefcccc6712f936] INFO  [http-nio-8084-exec-7] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:08:54.781 [682103d6d436d358c12bbbe599c7cf25] [34d9d53b93241c5f] INFO  [http-nio-8084-exec-8] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:08:54.807 [682103d617ebb2e6f85ff03e087479e6] [7f508be79ef8c000] INFO  [http-nio-8084-exec-5] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:08:54.807 [682103d680e6ea7e19fc4c3f8e5f075b] [7aefcccc6712f936] INFO  [http-nio-8084-exec-7] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:08:54.807 [682103d6d525d9660e300c27873e193d] [4969ee871ee59ccd] INFO  [http-nio-8084-exec-3] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:08:54.807 [682103d6f0a5db604e32f5132a01848f] [e2fddb22683a8e46] INFO  [http-nio-8084-exec-1] c.o.g.config.JwtAuthenticationFilter - Bearer eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:08:54.811 [682103d6d525d9660e300c27873e193d] [4969ee871ee59ccd] INFO  [http-nio-8084-exec-3] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:08:54.811 [682103d6f0a5db604e32f5132a01848f] [e2fddb22683a8e46] INFO  [http-nio-8084-exec-1] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:08:54.811 [682103d6d525d9660e300c27873e193d] [4969ee871ee59ccd] INFO  [http-nio-8084-exec-3] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:08:54.811 [682103d6f0a5db604e32f5132a01848f] [e2fddb22683a8e46] INFO  [http-nio-8084-exec-1] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
2025-05-11 22:08:54.807 [682103d617ebb2e6f85ff03e087479e6] [7f508be79ef8c000] INFO  [http-nio-8084-exec-5] c.o.g.config.JwtAuthenticationFilter - eyJhbGciOiJIUzI1NiJ9.eyJlbnRyZXByaXNlSWQiOjEsInN1YiI6InByaW5jZSIsImlhdCI6MTc0Njk5MzYzOCwiZXhwIjoxNzQ3MDgwMDM4fQ.mJegGTgOPOwEVKsTfVQ1FvhFZsyZhR2dt2xPcAPZ7Ek
2025-05-11 22:08:54.813 [682103d617ebb2e6f85ff03e087479e6] [7f508be79ef8c000] INFO  [http-nio-8084-exec-5] c.o.g.config.JwtAuthenticationFilter - ++++++++++++++++++++++++++++++++++++++++++++++++++
